27
ALA 0 0
ARG 5 729
N CA CB CG
CA CB CG CD
CB CG CD NE
CG CD NE CZ
CD NE CZ NH1
64.7 175.2 70.9 174.9 179.92
64.7 -174.8 70.9 174.9 179.92
74.7 165.2 70.9 174.9 179.92
74.7 175.2 70.9 174.9 179.92
74.7 -174.8 70.9 174.9 179.92
58.4 170.7 87.4 -84.8 179.92
58.4 -179.3 87.4 -84.8 179.92
58.4 -169.3 87.4 -84.8 179.92
68.4 170.7 87.4 -84.8 179.92
68.4 -179.3 87.4 -84.8 179.92
68.4 -169.3 87.4 -84.8 179.92
78.4 170.7 87.4 -84.8 179.92
78.4 -179.3 87.4 -84.8 179.92
78.4 -169.3 87.4 -84.8 179.92
55.9 171.9 173.2 66.9 179.92
55.9 -178.1 173.2 66.9 179.92
55.9 -168.1 173.2 66.9 179.92
65.9 171.9 173.2 66.9 179.92
65.9 -178.1 173.2 66.9 179.92
65.9 -168.1 173.2 66.9 179.92
75.9 171.9 173.2 66.9 179.92
75.9 -178.1 173.2 66.9 179.92
75.9 -168.1 173.2 66.9 179.92
56.0 170.6 -179.5 179.9 179.92
56.0 -179.4 -179.5 179.9 179.92
56.0 -169.4 -179.5 179.9 179.92
66.0 170.6 -179.5 179.9 179.92
66.0 -179.4 -179.5 179.9 179.92
66.0 -169.4 -179.5 179.9 179.92
76.0 170.6 -179.5 179.9 179.92
76.0 -179.4 -179.5 179.9 179.92
76.0 -169.4 -179.5 179.9 179.92
55.6 171.9 -175.9 -68.7 179.92
55.6 -178.1 -175.9 -68.7 179.92
55.6 -168.1 -175.9 -68.7 179.92
65.6 171.9 -175.9 -68.7 179.92
65.6 -178.1 -175.9 -68.7 179.92
65.6 -168.1 -175.9 -68.7 179.92
75.6 171.9 -175.9 -68.7 179.92
75.6 -178.1 -175.9 -68.7 179.92
75.6 -168.1 -175.9 -68.7 179.92
57.2 174.8 -71.5 74.3 179.92
57.2 -175.2 -71.5 74.3 179.92
57.2 -165.2 -71.5 74.3 179.92
67.2 174.8 -71.5 74.3 179.92
67.2 -175.2 -71.5 74.3 179.92
67.2 -165.2 -71.5 74.3 179.92
77.2 174.8 -71.5 74.3 179.92
77.2 -175.2 -71.5 74.3 179.92
77.2 -165.2 -71.5 74.3 179.92
54.3 177.6 -68.2 -176.8 179.92
54.3 -172.4 -68.2 -176.8 179.92
54.3 -162.4 -68.2 -176.8 179.92
64.3 177.6 -68.2 -176.8 179.92
64.3 -172.4 -68.2 -176.8 179.92
64.3 -162.4 -68.2 -176.8 179.92
74.3 177.6 -68.2 -176.8 179.92
74.3 -172.4 -68.2 -176.8 179.92
74.3 -162.4 -68.2 -176.8 179.92
57.2 176.3 -70.3 -68.0 179.92
57.2 -173.7 -70.3 -68.0 179.92
57.2 -163.7 -70.3 -68.0 179.92
67.2 176.3 -70.3 -68.0 179.92
67.2 -173.7 -70.3 -68.0 179.92
67.2 -163.7 -70.3 -68.0 179.92
77.2 176.3 -70.3 -68.0 179.92
77.2 -173.7 -70.3 -68.0 179.92
77.2 -163.7 -70.3 -68.0 179.92
57.2 -93.2 80.8 69.9 179.92
57.2 -83.2 80.8 69.9 179.92
57.2 -73.2 80.8 69.9 179.92
67.2 -93.2 80.8 69.9 179.92
67.2 -83.2 80.8 69.9 179.92
67.2 -73.2 80.8 69.9 179.92
77.2 -93.2 80.8 69.9 179.92
77.2 -83.2 80.8 69.9 179.92
77.2 -73.2 80.8 69.9 179.92
54.1 -93.7 88.2 177.6 179.92
54.1 -83.7 88.2 177.6 179.92
54.1 -73.7 88.2 177.6 179.92
64.1 -93.7 88.2 177.6 179.92
64.1 -83.7 88.2 177.6 179.92
64.1 -73.7 88.2 177.6 179.92
74.1 -93.7 88.2 177.6 179.92
74.1 -83.7 88.2 177.6 179.92
74.1 -73.7 88.2 177.6 179.92
56.9 -91.3 88.3 -80.2 179.92
56.9 -81.3 88.3 -80.2 179.92
56.9 -71.3 88.3 -80.2 179.92
66.9 -91.3 88.3 -80.2 179.92
66.9 -81.3 88.3 -80.2 179.92
66.9 -71.3 88.3 -80.2 179.92
76.9 -91.3 88.3 -80.2 179.92
76.9 -81.3 88.3 -80.2 179.92
76.9 -71.3 88.3 -80.2 179.92
61.8 -89.7 -178.6 65.4 179.92
61.8 -79.7 -178.6 65.4 179.92
61.8 -69.7 -178.6 65.4 179.92
71.8 -89.7 -178.6 65.4 179.92
71.8 -79.7 -178.6 65.4 179.92
71.8 -69.7 -178.6 65.4 179.92
81.8 -89.7 -178.6 65.4 179.92
81.8 -79.7 -178.6 65.4 179.92
81.8 -69.7 -178.6 65.4 179.92
59.4 -90.1 -178.3 177.0 179.92
59.4 -80.1 -178.3 177.0 179.92
59.4 -70.1 -178.3 177.0 179.92
69.4 -90.1 -178.3 177.0 179.92
69.4 -80.1 -178.3 177.0 179.92
69.4 -70.1 -178.3 177.0 179.92
79.4 -90.1 -178.3 177.0 179.92
79.4 -80.1 -178.3 177.0 179.92
79.4 -70.1 -178.3 177.0 179.92
54.2 -91.9 174.4 -65.5 179.92
54.2 -81.9 174.4 -65.5 179.92
54.2 -71.9 174.4 -65.5 179.92
64.2 -91.9 174.4 -65.5 179.92
64.2 -81.9 174.4 -65.5 179.92
64.2 -71.9 174.4 -65.5 179.92
74.2 -91.9 174.4 -65.5 179.92
74.2 -81.9 174.4 -65.5 179.92
74.2 -71.9 174.4 -65.5 179.92
56.9 -86.7 -78.3 74.7 179.92
56.9 -76.7 -78.3 74.7 179.92
56.9 -66.7 -78.3 74.7 179.92
66.9 -86.7 -78.3 74.7 179.92
66.9 -76.7 -78.3 74.7 179.92
66.9 -66.7 -78.3 74.7 179.92
76.9 -86.7 -78.3 74.7 179.92
76.9 -76.7 -78.3 74.7 179.92
76.9 -66.7 -78.3 74.7 179.92
53.7 -87.8 -67.7 179.7 179.92
53.7 -77.8 -67.7 179.7 179.92
53.7 -67.8 -67.7 179.7 179.92
63.7 -87.8 -67.7 179.7 179.92
63.7 -77.8 -67.7 179.7 179.92
63.7 -67.8 -67.7 179.7 179.92
73.7 -87.8 -67.7 179.7 179.92
73.7 -77.8 -67.7 179.7 179.92
73.7 -67.8 -67.7 179.7 179.92
57.5 -87.5 -75.5 -67.1 179.92
57.5 -77.5 -75.5 -67.1 179.92
57.5 -67.5 -75.5 -67.1 179.92
67.5 -87.5 -75.5 -67.1 179.92
67.5 -77.5 -75.5 -67.1 179.92
67.5 -67.5 -75.5 -67.1 179.92
77.5 -87.5 -75.5 -67.1 179.92
77.5 -77.5 -75.5 -67.1 179.92
77.5 -67.5 -75.5 -67.1 179.92
171.3 58.1 65.3 66.2 179.92
171.3 68.1 65.3 66.2 179.92
171.3 78.1 65.3 66.2 179.92
-178.7 58.1 65.3 66.2 179.92
-178.7 68.1 65.3 66.2 179.92
-178.7 78.1 65.3 66.2 179.92
-168.7 58.1 65.3 66.2 179.92
-168.7 68.1 65.3 66.2 179.92
-168.7 78.1 65.3 66.2 179.92
177.1 55.9 71.0 179.7 179.92
177.1 65.9 71.0 179.7 179.92
177.1 75.9 71.0 179.7 179.92
-172.9 55.9 71.0 179.7 179.92
-172.9 65.9 71.0 179.7 179.92
-172.9 75.9 71.0 179.7 179.92
-162.9 55.9 71.0 179.7 179.92
-162.9 65.9 71.0 179.7 179.92
-162.9 75.9 71.0 179.7 179.92
170.9 58.7 81.0 -81.3 179.92
170.9 68.7 81.0 -81.3 179.92
170.9 78.7 81.0 -81.3 179.92
-179.1 58.7 81.0 -81.3 179.92
-179.1 68.7 81.0 -81.3 179.92
-179.1 78.7 81.0 -81.3 179.92
-169.1 58.7 81.0 -81.3 179.92
-169.1 68.7 81.0 -81.3 179.92
-169.1 78.7 81.0 -81.3 179.92
171.6 57.8 170.7 67.0 179.92
171.6 67.8 170.7 67.0 179.92
171.6 77.8 170.7 67.0 179.92
-178.4 57.8 170.7 67.0 179.92
-178.4 67.8 170.7 67.0 179.92
-178.4 77.8 170.7 67.0 179.92
-168.4 57.8 170.7 67.0 179.92
-168.4 67.8 170.7 67.0 179.92
-168.4 77.8 170.7 67.0 179.92
172.3 60.3 175.8 179.3 179.92
172.3 70.3 175.8 179.3 179.92
172.3 80.3 175.8 179.3 179.92
-177.7 60.3 175.8 179.3 179.92
-177.7 70.3 175.8 179.3 179.92
-177.7 80.3 175.8 179.3 179.92
-167.7 60.3 175.8 179.3 179.92
-167.7 70.3 175.8 179.3 179.92
-167.7 80.3 175.8 179.3 179.92
175.8 56.7 -178.3 -65.6 179.92
175.8 66.7 -178.3 -65.6 179.92
175.8 76.7 -178.3 -65.6 179.92
-174.2 56.7 -178.3 -65.6 179.92
-174.2 66.7 -178.3 -65.6 179.92
-174.2 76.7 -178.3 -65.6 179.92
-164.2 56.7 -178.3 -65.6 179.92
-164.2 66.7 -178.3 -65.6 179.92
-164.2 76.7 -178.3 -65.6 179.92
179.7 77.2 -90.8 76.8 179.92
179.7 87.2 -90.8 76.8 179.92
179.7 97.2 -90.8 76.8 179.92
-170.3 77.2 -90.8 76.8 179.92
-170.3 87.2 -90.8 76.8 179.92
-170.3 97.2 -90.8 76.8 179.92
-160.3 77.2 -90.8 76.8 179.92
-160.3 87.2 -90.8 76.8 179.92
-160.3 97.2 -90.8 76.8 179.92
177.4 78.2 -91.5 -177.5 179.92
177.4 88.2 -91.5 -177.5 179.92
177.4 98.2 -91.5 -177.5 179.92
-172.6 78.2 -91.5 -177.5 179.92
-172.6 88.2 -91.5 -177.5 179.92
-172.6 98.2 -91.5 -177.5 179.92
-162.6 78.2 -91.5 -177.5 179.92
-162.6 88.2 -91.5 -177.5 179.92
-162.6 98.2 -91.5 -177.5 179.92
176.2 76.5 -86.4 -69.3 179.92
176.2 86.5 -86.4 -69.3 179.92
176.2 96.5 -86.4 -69.3 179.92
-173.8 76.5 -86.4 -69.3 179.92
-173.8 86.5 -86.4 -69.3 179.92
-173.8 96.5 -86.4 -69.3 179.92
-163.8 76.5 -86.4 -69.3 179.92
-163.8 86.5 -86.4 -69.3 179.92
-163.8 96.5 -86.4 -69.3 179.92
175.7 164.4 72.8 70.5 179.92
175.7 174.4 72.8 70.5 179.92
175.7 -175.6 72.8 70.5 179.92
-174.3 164.4 72.8 70.5 179.92
-174.3 174.4 72.8 70.5 179.92
-174.3 -175.6 72.8 70.5 179.92
-164.3 164.4 72.8 70.5 179.92
-164.3 174.4 72.8 70.5 179.92
-164.3 -175.6 72.8 70.5 179.92
172.5 163.7 71.5 177.8 179.92
172.5 173.7 71.5 177.8 179.92
172.5 -176.3 71.5 177.8 179.92
-177.5 163.7 71.5 177.8 179.92
-177.5 173.7 71.5 177.8 179.92
-177.5 -176.3 71.5 177.8 179.92
-167.5 163.7 71.5 177.8 179.92
-167.5 173.7 71.5 177.8 179.92
-167.5 -176.3 71.5 177.8 179.92
177.8 158.9 87.1 -78.4 179.92
177.8 168.9 87.1 -78.4 179.92
177.8 178.9 87.1 -78.4 179.92
-172.2 158.9 87.1 -78.4 179.92
-172.2 168.9 87.1 -78.4 179.92
-172.2 178.9 87.1 -78.4 179.92
-162.2 158.9 87.1 -78.4 179.92
-162.2 168.9 87.1 -78.4 179.92
-162.2 178.9 87.1 -78.4 179.92
173.3 166.0 175.4 65.1 179.92
173.3 176.0 175.4 65.1 179.92
173.3 -174.0 175.4 65.1 179.92
-176.7 166.0 175.4 65.1 179.92
-176.7 176.0 175.4 65.1 179.92
-176.7 -174.0 175.4 65.1 179.92
-166.7 166.0 175.4 65.1 179.92
-166.7 176.0 175.4 65.1 179.92
-166.7 -174.0 175.4 65.1 179.92
172.8 167.1 179.5 179.9 179.92
172.8 177.1 179.5 179.9 179.92
172.8 -172.9 179.5 179.9 179.92
-177.2 167.1 179.5 179.9 179.92
-177.2 177.1 179.5 179.9 179.92
-177.2 -172.9 179.5 179.9 179.92
-167.2 167.1 179.5 179.9 179.92
-167.2 177.1 179.5 179.9 179.92
-167.2 -172.9 179.5 179.9 179.92
172.9 167.0 -176.6 -67.4 179.92
172.9 177.0 -176.6 -67.4 179.92
172.9 -173.0 -176.6 -67.4 179.92
-177.1 167.0 -176.6 -67.4 179.92
-177.1 177.0 -176.6 -67.4 179.92
-177.1 -173.0 -176.6 -67.4 179.92
-167.1 167.0 -176.6 -67.4 179.92
-167.1 177.0 -176.6 -67.4 179.92
-167.1 -173.0 -176.6 -67.4 179.92
169.6 172.0 -75.8 70.6 179.92
169.6 -178.0 -75.8 70.6 179.92
169.6 -168.0 -75.8 70.6 179.92
179.6 172.0 -75.8 70.6 179.92
179.6 -178.0 -75.8 70.6 179.92
179.6 -168.0 -75.8 70.6 179.92
-170.4 172.0 -75.8 70.6 179.92
-170.4 -178.0 -75.8 70.6 179.92
-170.4 -168.0 -75.8 70.6 179.92
175.0 172.7 -70.2 -176.8 179.92
175.0 -177.3 -70.2 -176.8 179.92
175.0 -167.3 -70.2 -176.8 179.92
-175.0 172.7 -70.2 -176.8 179.92
-175.0 -177.3 -70.2 -176.8 179.92
-175.0 -167.3 -70.2 -176.8 179.92
-165.0 172.7 -70.2 -176.8 179.92
-165.0 -177.3 -70.2 -176.8 179.92
-165.0 -167.3 -70.2 -176.8 179.92
174.6 171.3 -71.0 -65.1 179.92
174.6 -178.7 -71.0 -65.1 179.92
174.6 -168.7 -71.0 -65.1 179.92
-175.4 171.3 -71.0 -65.1 179.92
-175.4 -178.7 -71.0 -65.1 179.92
-175.4 -168.7 -71.0 -65.1 179.92
-165.4 171.3 -71.0 -65.1 179.92
-165.4 -178.7 -71.0 -65.1 179.92
-165.4 -168.7 -71.0 -65.1 179.92
-172.4 -91.9 82.2 74.2 179.92
-172.4 -81.9 82.2 74.2 179.92
-172.4 -71.9 82.2 74.2 179.92
-162.4 -91.9 82.2 74.2 179.92
-162.4 -81.9 82.2 74.2 179.92
-162.4 -71.9 82.2 74.2 179.92
-152.4 -91.9 82.2 74.2 179.92
-152.4 -81.9 82.2 74.2 179.92
-152.4 -71.9 82.2 74.2 179.92
-173.0 -93.1 95.7 -178.9 179.92
-173.0 -83.1 95.7 -178.9 179.92
-173.0 -73.1 95.7 -178.9 179.92
-163.0 -93.1 95.7 -178.9 179.92
-163.0 -83.1 95.7 -178.9 179.92
-163.0 -73.1 95.7 -178.9 179.92
-153.0 -93.1 95.7 -178.9 179.92
-153.0 -83.1 95.7 -178.9 179.92
-153.0 -73.1 95.7 -178.9 179.92
-174.5 -92.8 88.3 -80.2 179.92
-174.5 -82.8 88.3 -80.2 179.92
-174.5 -72.8 88.3 -80.2 179.92
-164.5 -92.8 88.3 -80.2 179.92
-164.5 -82.8 88.3 -80.2 179.92
-164.5 -72.8 88.3 -80.2 179.92
-154.5 -92.8 88.3 -80.2 179.92
-154.5 -82.8 88.3 -80.2 179.92
-154.5 -72.8 88.3 -80.2 179.92
-171.2 -87.8 -177.5 66.4 179.92
-171.2 -77.8 -177.5 66.4 179.92
-171.2 -67.8 -177.5 66.4 179.92
-161.2 -87.8 -177.5 66.4 179.92
-161.2 -77.8 -177.5 66.4 179.92
-161.2 -67.8 -177.5 66.4 179.92
-151.2 -87.8 -177.5 66.4 179.92
-151.2 -77.8 -177.5 66.4 179.92
-151.2 -67.8 -177.5 66.4 179.92
-175.2 -97.2 -177.2 -178.9 179.92
-175.2 -87.2 -177.2 -178.9 179.92
-175.2 -77.2 -177.2 -178.9 179.92
-165.2 -97.2 -177.2 -178.9 179.92
-165.2 -87.2 -177.2 -178.9 179.92
-165.2 -77.2 -177.2 -178.9 179.92
-155.2 -97.2 -177.2 -178.9 179.92
-155.2 -87.2 -177.2 -178.9 179.92
-155.2 -77.2 -177.2 -178.9 179.92
-176.1 -93.0 -177.8 -67.3 179.92
-176.1 -83.0 -177.8 -67.3 179.92
-176.1 -73.0 -177.8 -67.3 179.92
-166.1 -93.0 -177.8 -67.3 179.92
-166.1 -83.0 -177.8 -67.3 179.92
-166.1 -73.0 -177.8 -67.3 179.92
-156.1 -93.0 -177.8 -67.3 179.92
-156.1 -83.0 -177.8 -67.3 179.92
-156.1 -73.0 -177.8 -67.3 179.92
-170.1 -100.5 -80.9 68.3 179.92
-170.1 -90.5 -80.9 68.3 179.92
-170.1 -80.5 -80.9 68.3 179.92
-160.1 -100.5 -80.9 68.3 179.92
-160.1 -90.5 -80.9 68.3 179.92
-160.1 -80.5 -80.9 68.3 179.92
-150.1 -100.5 -80.9 68.3 179.92
-150.1 -90.5 -80.9 68.3 179.92
-150.1 -80.5 -80.9 68.3 179.92
-176.8 -106.6 -69.4 178.4 179.92
-176.8 -96.6 -69.4 178.4 179.92
-176.8 -86.6 -69.4 178.4 179.92
-166.8 -106.6 -69.4 178.4 179.92
-166.8 -96.6 -69.4 178.4 179.92
-166.8 -86.6 -69.4 178.4 179.92
-156.8 -106.6 -69.4 178.4 179.92
-156.8 -96.6 -69.4 178.4 179.92
-156.8 -86.6 -69.4 178.4 179.92
-178.0 -103.8 -76.0 -65.7 179.92
-178.0 -93.8 -76.0 -65.7 179.92
-178.0 -83.8 -76.0 -65.7 179.92
-168.0 -103.8 -76.0 -65.7 179.92
-168.0 -93.8 -76.0 -65.7 179.92
-168.0 -83.8 -76.0 -65.7 179.92
-158.0 -103.8 -76.0 -65.7 179.92
-158.0 -93.8 -76.0 -65.7 179.92
-158.0 -83.8 -76.0 -65.7 179.92
-98.0 71.2 68.0 69.3 179.92
-98.0 81.2 68.0 69.3 179.92
-98.0 91.2 68.0 69.3 179.92
-88.0 71.2 68.0 69.3 179.92
-88.0 81.2 68.0 69.3 179.92
-88.0 91.2 68.0 69.3 179.92
-78.0 71.2 68.0 69.3 179.92
-78.0 81.2 68.0 69.3 179.92
-78.0 91.2 68.0 69.3 179.92
-90.9 71.3 66.9 -179.6 179.92
-90.9 81.3 66.9 -179.6 179.92
-90.9 91.3 66.9 -179.6 179.92
-80.9 71.3 66.9 -179.6 179.92
-80.9 81.3 66.9 -179.6 179.92
-80.9 91.3 66.9 -179.6 179.92
-70.9 71.3 66.9 -179.6 179.92
-70.9 81.3 66.9 -179.6 179.92
-70.9 91.3 66.9 -179.6 179.92
-96.8 76.0 84.3 -83.2 179.92
-96.8 86.0 84.3 -83.2 179.92
-96.8 96.0 84.3 -83.2 179.92
-86.8 76.0 84.3 -83.2 179.92
-86.8 86.0 84.3 -83.2 179.92
-86.8 96.0 84.3 -83.2 179.92
-76.8 76.0 84.3 -83.2 179.92
-76.8 86.0 84.3 -83.2 179.92
-76.8 96.0 84.3 -83.2 179.92
-90.7 65.7 176.2 62.3 179.92
-90.7 75.7 176.2 62.3 179.92
-90.7 85.7 176.2 62.3 179.92
-80.7 65.7 176.2 62.3 179.92
-80.7 75.7 176.2 62.3 179.92
-80.7 85.7 176.2 62.3 179.92
-70.7 65.7 176.2 62.3 179.92
-70.7 75.7 176.2 62.3 179.92
-70.7 85.7 176.2 62.3 179.92
-91.0 64.0 -178.3 177.9 179.92
-91.0 74.0 -178.3 177.9 179.92
-91.0 84.0 -178.3 177.9 179.92
-81.0 64.0 -178.3 177.9 179.92
-81.0 74.0 -178.3 177.9 179.92
-81.0 84.0 -178.3 177.9 179.92
-71.0 64.0 -178.3 177.9 179.92
-71.0 74.0 -178.3 177.9 179.92
-71.0 84.0 -178.3 177.9 179.92
-97.6 64.5 178.0 -61.8 179.92
-97.6 74.5 178.0 -61.8 179.92
-97.6 84.5 178.0 -61.8 179.92
-87.6 64.5 178.0 -61.8 179.92
-87.6 74.5 178.0 -61.8 179.92
-87.6 84.5 178.0 -61.8 179.92
-77.6 64.5 178.0 -61.8 179.92
-77.6 74.5 178.0 -61.8 179.92
-77.6 84.5 178.0 -61.8 179.92
-96.6 73.2 -85.6 68.2 179.92
-96.6 83.2 -85.6 68.2 179.92
-96.6 93.2 -85.6 68.2 179.92
-86.6 73.2 -85.6 68.2 179.92
-86.6 83.2 -85.6 68.2 179.92
-86.6 93.2 -85.6 68.2 179.92
-76.6 73.2 -85.6 68.2 179.92
-76.6 83.2 -85.6 68.2 179.92
-76.6 93.2 -85.6 68.2 179.92
-92.6 61.2 -96.3 -172.0 179.92
-92.6 71.2 -96.3 -172.0 179.92
-92.6 81.2 -96.3 -172.0 179.92
-82.6 61.2 -96.3 -172.0 179.92
-82.6 71.2 -96.3 -172.0 179.92
-82.6 81.2 -96.3 -172.0 179.92
-72.6 61.2 -96.3 -172.0 179.92
-72.6 71.2 -96.3 -172.0 179.92
-72.6 81.2 -96.3 -172.0 179.92
-95.8 68.0 -86.1 -66.3 179.92
-95.8 78.0 -86.1 -66.3 179.92
-95.8 88.0 -86.1 -66.3 179.92
-85.8 68.0 -86.1 -66.3 179.92
-85.8 78.0 -86.1 -66.3 179.92
-85.8 88.0 -86.1 -66.3 179.92
-75.8 68.0 -86.1 -66.3 179.92
-75.8 78.0 -86.1 -66.3 179.92
-75.8 88.0 -86.1 -66.3 179.92
-80.1 168.9 73.0 72.3 179.92
-80.1 178.9 73.0 72.3 179.92
-80.1 -171.1 73.0 72.3 179.92
-70.1 168.9 73.0 72.3 179.92
-70.1 178.9 73.0 72.3 179.92
-70.1 -171.1 73.0 72.3 179.92
-60.1 168.9 73.0 72.3 179.92
-60.1 178.9 73.0 72.3 179.92
-60.1 -171.1 73.0 72.3 179.92
-78.5 166.2 69.4 177.3 179.92
-78.5 176.2 69.4 177.3 179.92
-78.5 -173.8 69.4 177.3 179.92
-68.5 166.2 69.4 177.3 179.92
-68.5 176.2 69.4 177.3 179.92
-68.5 -173.8 69.4 177.3 179.92
-58.5 166.2 69.4 177.3 179.92
-58.5 176.2 69.4 177.3 179.92
-58.5 -173.8 69.4 177.3 179.92
-80.3 164.9 84.2 -76.5 179.92
-80.3 174.9 84.2 -76.5 179.92
-80.3 -175.1 84.2 -76.5 179.92
-70.3 164.9 84.2 -76.5 179.92
-70.3 174.9 84.2 -76.5 179.92
-70.3 -175.1 84.2 -76.5 179.92
-60.3 164.9 84.2 -76.5 179.92
-60.3 174.9 84.2 -76.5 179.92
-60.3 -175.1 84.2 -76.5 179.92
-77.1 171.6 177.7 66.5 179.92
-77.1 -178.4 177.7 66.5 179.92
-77.1 -168.4 177.7 66.5 179.92
-67.1 171.6 177.7 66.5 179.92
-67.1 -178.4 177.7 66.5 179.92
-67.1 -168.4 177.7 66.5 179.92
-57.1 171.6 177.7 66.5 179.92
-57.1 -178.4 177.7 66.5 179.92
-57.1 -168.4 177.7 66.5 179.92
-77.1 170.6 -179.4 179.5 179.92
-77.1 -179.4 -179.4 179.5 179.92
-77.1 -169.4 -179.4 179.5 179.92
-67.1 170.6 -179.4 179.5 179.92
-67.1 -179.4 -179.4 179.5 179.92
-67.1 -169.4 -179.4 179.5 179.92
-57.1 170.6 -179.4 179.5 179.92
-57.1 -179.4 -179.4 179.5 179.92
-57.1 -169.4 -179.4 179.5 179.92
-76.8 172.0 -177.5 -65.9 179.92
-76.8 -178.0 -177.5 -65.9 179.92
-76.8 -168.0 -177.5 -65.9 179.92
-66.8 172.0 -177.5 -65.9 179.92
-66.8 -178.0 -177.5 -65.9 179.92
-66.8 -168.0 -177.5 -65.9 179.92
-56.8 172.0 -177.5 -65.9 179.92
-56.8 -178.0 -177.5 -65.9 179.92
-56.8 -168.0 -177.5 -65.9 179.92
-76.8 175.2 -76.5 78.2 179.92
-76.8 -174.8 -76.5 78.2 179.92
-76.8 -164.8 -76.5 78.2 179.92
-66.8 175.2 -76.5 78.2 179.92
-66.8 -174.8 -76.5 78.2 179.92
-66.8 -164.8 -76.5 78.2 179.92
-56.8 175.2 -76.5 78.2 179.92
-56.8 -174.8 -76.5 78.2 179.92
-56.8 -164.8 -76.5 78.2 179.92
-77.6 175.0 -72.6 -176.5 179.92
-77.6 -175.0 -72.6 -176.5 179.92
-77.6 -165.0 -72.6 -176.5 179.92
-67.6 175.0 -72.6 -176.5 179.92
-67.6 -175.0 -72.6 -176.5 179.92
-67.6 -165.0 -72.6 -176.5 179.92
-57.6 175.0 -72.6 -176.5 179.92
-57.6 -175.0 -72.6 -176.5 179.92
-57.6 -165.0 -72.6 -176.5 179.92
-75.1 175.2 -72.3 -65.7 179.92
-75.1 -174.8 -72.3 -65.7 179.92
-75.1 -164.8 -72.3 -65.7 179.92
-65.1 175.2 -72.3 -65.7 179.92
-65.1 -174.8 -72.3 -65.7 179.92
-65.1 -164.8 -72.3 -65.7 179.92
-55.1 175.2 -72.3 -65.7 179.92
-55.1 -174.8 -72.3 -65.7 179.92
-55.1 -164.8 -72.3 -65.7 179.92
-74.8 -85.8 85.4 76.5 179.92
-74.8 -75.8 85.4 76.5 179.92
-74.8 -65.8 85.4 76.5 179.92
-64.8 -85.8 85.4 76.5 179.92
-64.8 -75.8 85.4 76.5 179.92
-64.8 -65.8 85.4 76.5 179.92
-54.8 -85.8 85.4 76.5 179.92
-54.8 -75.8 85.4 76.5 179.92
-54.8 -65.8 85.4 76.5 179.92
-72.3 -86.6 91.0 -179.6 179.92
-72.3 -76.6 91.0 -179.6 179.92
-72.3 -66.6 91.0 -179.6 179.92
-62.3 -86.6 91.0 -179.6 179.92
-62.3 -76.6 91.0 -179.6 179.92
-62.3 -66.6 91.0 -179.6 179.92
-52.3 -86.6 91.0 -179.6 179.92
-52.3 -76.6 91.0 -179.6 179.92
-52.3 -66.6 91.0 -179.6 179.92
-72.3 -93.2 88.3 -84.3 179.92
-72.3 -83.2 88.3 -84.3 179.92
-72.3 -73.2 88.3 -84.3 179.92
-62.3 -93.2 88.3 -84.3 179.92
-62.3 -83.2 88.3 -84.3 179.92
-62.3 -73.2 88.3 -84.3 179.92
-52.3 -93.2 88.3 -84.3 179.92
-52.3 -83.2 88.3 -84.3 179.92
-52.3 -73.2 88.3 -84.3 179.92
-73.5 -77.5 -177.9 64.3 179.92
-73.5 -67.5 -177.9 64.3 179.92
-73.5 -57.5 -177.9 64.3 179.92
-63.5 -77.5 -177.9 64.3 179.92
-63.5 -67.5 -177.9 64.3 179.92
-63.5 -57.5 -177.9 64.3 179.92
-53.5 -77.5 -177.9 64.3 179.92
-53.5 -67.5 -177.9 64.3 179.92
-53.5 -57.5 -177.9 64.3 179.92
-72.2 -76.1 -177.3 -177.9 179.92
-72.2 -66.1 -177.3 -177.9 179.92
-72.2 -56.1 -177.3 -177.9 179.92
-62.2 -76.1 -177.3 -177.9 179.92
-62.2 -66.1 -177.3 -177.9 179.92
-62.2 -56.1 -177.3 -177.9 179.92
-52.2 -76.1 -177.3 -177.9 179.92
-52.2 -66.1 -177.3 -177.9 179.92
-52.2 -56.1 -177.3 -177.9 179.92
-70.1 -77.0 -174.3 -69.4 179.92
-70.1 -67.0 -174.3 -69.4 179.92
-70.1 -57.0 -174.3 -69.4 179.92
-60.1 -77.0 -174.3 -69.4 179.92
-60.1 -67.0 -174.3 -69.4 179.92
-60.1 -57.0 -174.3 -69.4 179.92
-50.1 -77.0 -174.3 -69.4 179.92
-50.1 -67.0 -174.3 -69.4 179.92
-50.1 -57.0 -174.3 -69.4 179.92
-75.2 -78.9 -76.9 78.3 179.92
-75.2 -68.9 -76.9 78.3 179.92
-75.2 -58.9 -76.9 78.3 179.92
-65.2 -78.9 -76.9 78.3 179.92
-65.2 -68.9 -76.9 78.3 179.92
-65.2 -58.9 -76.9 78.3 179.92
-55.2 -78.9 -76.9 78.3 179.92
-55.2 -68.9 -76.9 78.3 179.92
-55.2 -58.9 -76.9 78.3 179.92
-73.4 -76.5 -70.5 -179.8 179.92
-73.4 -66.5 -70.5 -179.8 179.92
-73.4 -56.5 -70.5 -179.8 179.92
-63.4 -76.5 -70.5 -179.8 179.92
-63.4 -66.5 -70.5 -179.8 179.92
-63.4 -56.5 -70.5 -179.8 179.92
-53.4 -76.5 -70.5 -179.8 179.92
-53.4 -66.5 -70.5 -179.8 179.92
