27
ALA 0 0
ARG 5 729
N CA CB CG
CA CB CG CD
CB CG CD NE
CG CD NE CZ
CD NE CZ NH1
-78.9 -165.6 -68.5 102.2 180.0
-68.9 174.4 -68.5 102.2 180.0
-68.9 -175.6 -68.5 102.2 180.0
-68.9 -165.6 -68.5 102.2 180.0
-58.9 174.4 -68.5 102.2 180.0
-58.9 -175.6 -68.5 102.2 180.0
-58.9 -165.6 -68.5 102.2 180.0
-77.0 169.5 -67.9 173.2 180.0
-77.0 179.5 -67.9 173.2 180.0
-77.0 -170.5 -67.9 173.2 180.0
-67.0 169.5 -67.9 173.2 180.0
-67.0 179.5 -67.9 173.2 180.0
-67.0 -170.5 -67.9 173.2 180.0
-57.0 169.5 -67.9 173.2 180.0
-57.0 179.5 -67.9 173.2 180.0
-57.0 -170.5 -67.9 173.2 180.0
-78.4 179.4 -64.5 -85.4 180.0
-78.4 -170.6 -64.5 -85.4 180.0
-78.4 -160.6 -64.5 -85.4 180.0
-68.4 179.4 -64.5 -85.4 180.0
-68.4 -170.6 -64.5 -85.4 180.0
-68.4 -160.6 -64.5 -85.4 180.0
-58.4 179.4 -64.5 -85.4 180.0
-58.4 -170.6 -64.5 -85.4 180.0
-58.4 -160.6 -64.5 -85.4 180.0
-73.9 -86.1 80.0 79.6 180.0
-73.9 -76.1 80.0 79.6 180.0
-73.9 -66.1 80.0 79.6 180.0
-63.9 -86.1 80.0 79.6 180.0
-63.9 -76.1 80.0 79.6 180.0
-63.9 -66.1 80.0 79.6 180.0
-53.9 -86.1 80.0 79.6 180.0
-53.9 -76.1 80.0 79.6 180.0
-53.9 -66.1 80.0 79.6 180.0
-74.3 -90.3 78.7 -165.9 180.0
-74.3 -80.3 78.7 -165.9 180.0
-74.3 -70.3 78.7 -165.9 180.0
-64.3 -90.3 78.7 -165.9 180.0
-64.3 -80.3 78.7 -165.9 180.0
-64.3 -70.3 78.7 -165.9 180.0
-54.3 -90.3 78.7 -165.9 180.0
-54.3 -80.3 78.7 -165.9 180.0
-54.3 -70.3 78.7 -165.9 180.0
-72.5 -90.5 71.6 -105.6 180.0
-72.5 -80.5 71.6 -105.6 180.0
-72.5 -70.5 71.6 -105.6 180.0
-62.5 -90.5 71.6 -105.6 180.0
-62.5 -80.5 71.6 -105.6 180.0
-62.5 -70.5 71.6 -105.6 180.0
-52.5 -90.5 71.6 -105.6 180.0
-52.5 -80.5 71.6 -105.6 180.0
-52.5 -70.5 71.6 -105.6 180.0
-72.6 -78.9 179.4 83.8 180.0
-72.6 -68.9 179.4 83.8 180.0
-72.6 -58.9 179.4 83.8 180.0
-62.6 -78.9 179.4 83.8 180.0
-62.6 -68.9 179.4 83.8 180.0
-62.6 -58.9 179.4 83.8 180.0
-52.6 -78.9 179.4 83.8 180.0
-52.6 -68.9 179.4 83.8 180.0
-52.6 -58.9 179.4 83.8 180.0
-72.7 -82.4 -177.9 -177.8 180.0
-72.7 -72.4 -177.9 -177.8 180.0
-72.7 -62.4 -177.9 -177.8 180.0
-62.7 -82.4 -177.9 -177.8 180.0
-62.7 -72.4 -177.9 -177.8 180.0
-62.7 -62.4 -177.9 -177.8 180.0
-52.7 -82.4 -177.9 -177.8 180.0
-52.7 -72.4 -177.9 -177.8 180.0
-52.7 -62.4 -177.9 -177.8 180.0
-73.2 -79.8 -175.2 -87.0 180.0
-73.2 -69.8 -175.2 -87.0 180.0
-73.2 -59.8 -175.2 -87.0 180.0
-63.2 -79.8 -175.2 -87.0 180.0
-63.2 -69.8 -175.2 -87.0 180.0
-63.2 -59.8 -175.2 -87.0 180.0
-53.2 -79.8 -175.2 -87.0 180.0
-53.2 -69.8 -175.2 -87.0 180.0
-53.2 -59.8 -175.2 -87.0 180.0
-74.9 -84.5 -79.7 95.0 180.0
-74.9 -74.5 -79.7 95.0 180.0
-74.9 -64.5 -79.7 95.0 180.0
-64.9 -84.5 -79.7 95.0 180.0
-64.9 -74.5 -79.7 95.0 180.0
-64.9 -64.5 -79.7 95.0 180.0
-54.9 -84.5 -79.7 95.0 180.0
-54.9 -74.5 -79.7 95.0 180.0
-54.9 -64.5 -79.7 95.0 180.0
-73.6 -77.9 -65.0 169.4 180.0
-73.6 -67.9 -65.0 169.4 180.0
-73.6 -57.9 -65.0 169.4 180.0
-63.6 -77.9 -65.0 169.4 180.0
-63.6 -67.9 -65.0 169.4 180.0
-63.6 -57.9 -65.0 169.4 180.0
-53.6 -77.9 -65.0 169.4 180.0
-53.6 -67.9 -65.0 169.4 180.0
-53.6 -57.9 -65.0 169.4 180.0
-72.8 -78.8 -60.8 -83.5 180.0
-72.8 -68.8 -60.8 -83.5 180.0
-72.8 -58.8 -60.8 -83.5 180.0
-62.8 -78.8 -60.8 -83.5 180.0
-62.8 -68.8 -60.8 -83.5 180.0
-62.8 -58.8 -60.8 -83.5 180.0
-52.8 -78.8 -60.8 -83.5 180.0
-52.8 -68.8 -60.8 -83.5 180.0
-52.8 -58.8 -60.8 -83.5 180.0
ASN 2 180
N CA CB CG
CA CB CG OD1
40.3 -125.0
40.3 -115.0
40.3 -105.0
50.3 -125.0
50.3 -115.0
50.3 -105.0
60.3 -125.0
60.3 -115.0
60.3 -105.0
54.5 -63.9
54.5 -53.9
54.5 -43.9
64.5 -63.9
64.5 -53.9
64.5 -43.9
74.5 -63.9
74.5 -53.9
74.5 -43.9
54.6 -8.5
54.6 1.5
54.6 11.5
64.6 -8.5
64.6 1.5
64.6 11.5
74.6 -8.5
74.6 1.5
74.6 11.5
50.0 47.0
50.0 57.0
50.0 67.0
60.0 47.0
60.0 57.0
60.0 67.0
70.0 47.0
70.0 57.0
70.0 67.0
58.9 91.9
58.9 101.9
58.9 111.9
68.9 91.9
68.9 101.9
68.9 111.9
78.9 91.9
78.9 101.9
78.9 111.9
59.3 165.1
59.3 175.1
59.3 -174.9
69.3 165.1
69.3 175.1
69.3 -174.9
79.3 165.1
79.3 175.1
79.3 -174.9
-179.3 -165.7
-179.3 -155.7
-179.3 -145.7
-169.3 -165.7
-169.3 -155.7
-169.3 -145.7
-159.3 -165.7
-159.3 -155.7
-159.3 -145.7
174.0 -124.6
174.0 -114.6
174.0 -104.6
-176.0 -124.6
-176.0 -114.6
-176.0 -104.6
-166.0 -124.6
-166.0 -114.6
-166.0 -104.6
176.5 -76.3
176.5 -66.3
176.5 -56.3
-173.5 -76.3
-173.5 -66.3
-173.5 -56.3
-163.5 -76.3
-163.5 -66.3
-163.5 -56.3
179.2 -30.2
179.2 -20.2
179.2 -10.2
-170.8 -30.2
-170.8 -20.2
-170.8 -10.2
-160.8 -30.2
-160.8 -20.2
-160.8 -10.2
-179.3 14.3
-179.3 24.3
-179.3 34.3
-169.3 14.3
-169.3 24.3
-169.3 34.3
-159.3 14.3
-159.3 24.3
-159.3 34.3
178.1 50.6
178.1 60.6
178.1 70.6
-171.9 50.6
-171.9 60.6
-171.9 70.6
-161.9 50.6
-161.9 60.6
-161.9 70.6
-170.3 111.5
-170.3 121.5
-170.3 131.5
-160.3 111.5
-160.3 121.5
-160.3 131.5
-150.3 111.5
-150.3 121.5
-150.3 131.5
179.2 149.8
179.2 159.8
179.2 169.8
-170.8 149.8
-170.8 159.8
-170.8 169.8
-160.8 149.8
-160.8 159.8
-160.8 169.8
-87.3 -147.6
-87.3 -137.6
-87.3 -127.6
-77.3 -147.6
-77.3 -137.6
-77.3 -127.6
-67.3 -147.6
-67.3 -137.6
-67.3 -127.6
-75.7 -73.9
-75.7 -63.9
-75.7 -53.9
-65.7 -73.9
-65.7 -63.9
-65.7 -53.9
-55.7 -73.9
-55.7 -63.9
-55.7 -53.9
-80.4 -33.2
-80.4 -23.2
-80.4 -13.2
-70.4 -33.2
-70.4 -23.2
-70.4 -13.2
-60.4 -33.2
-60.4 -23.2
-60.4 -13.2
-89.5 24.3
-89.5 34.3
-89.5 44.3
-79.5 24.3
-79.5 34.3
-79.5 44.3
-69.5 24.3
-69.5 34.3
-69.5 44.3
-75.2 86.5
-75.2 96.5
-75.2 106.5
-65.2 86.5
-65.2 96.5
-65.2 106.5
-55.2 86.5
-55.2 96.5
-55.2 106.5
-74.7 129.8
-74.7 139.8
-74.7 149.8
-64.7 129.8
-64.7 139.8
-64.7 149.8
-54.7 129.8
-54.7 139.8
-54.7 149.8
ASP 2 81
N CA CB CG
CA CB CG OD1
47.1 44.3
47.1 54.3
47.1 64.3
57.1 44.3
57.1 54.3
57.1 64.3
67.1 44.3
67.1 54.3
67.1 64.3
52.5 -8.7
52.5 1.3
52.5 11.3
62.5 -8.7
62.5 1.3
62.5 11.3
72.5 -8.7
72.5 1.3
72.5 11.3
52.4 -65.8
52.4 -55.8
52.4 -45.8
62.4 -65.8
62.4 -55.8
62.4 -45.8
72.4 -65.8
72.4 -55.8
72.4 -45.8
176.4 48.5
176.4 58.5
176.4 68.5
-173.6 48.5
-173.6 58.5
-173.6 68.5
-163.6 48.5
-163.6 58.5
-163.6 68.5
177.7 -10.8
177.7 -0.8
177.7 9.2
-172.3 -10.8
-172.3 -0.8
-172.3 9.2
-162.3 -10.8
-162.3 -0.8
-162.3 9.2
-177.9 -65.7
-177.9 -55.7
-177.9 -45.7
-167.9 -65.7
-167.9 -55.7
-167.9 -45.7
-157.9 -65.7
-157.9 -55.7
-157.9 -45.7
-79.1 55.0
-79.1 65.0
-79.1 75.0
-69.1 55.0
-69.1 65.0
-69.1 75.0
-59.1 55.0
-59.1 65.0
-59.1 75.0
-82.1 -22.7
-82.1 -12.7
-82.1 -2.7
-72.1 -22.7
-72.1 -12.7
-72.1 -2.7
-62.1 -22.7
-62.1 -12.7
-62.1 -2.7
-75.4 -59.8
-75.4 -49.8
-75.4 -39.8
-65.4 -59.8
-65.4 -49.8
-65.4 -39.8
-55.4 -59.8
-55.4 -49.8
-55.4 -39.8
CYS 1 9
N CA CB SG
-177.3
-167.3
-74.3
-64.3
-54.3
53.7
63.7
73.7
172.7
GLH 4 486
N CA CB CG
CA CB CG CD
CB CG CD OE1
OE1 CD OE2 HE2
44.3 73.1 49.0 0.0
44.3 73.1 49.0 180.0
44.3 83.1 49.0 0.0
44.3 83.1 49.0 180.0
44.3 93.1 49.0 0.0
44.3 93.1 49.0 180.0
54.3 73.1 49.0 0.0
54.3 73.1 49.0 180.0
54.3 83.1 49.0 0.0
54.3 83.1 49.0 180.0
54.3 93.1 49.0 0.0
54.3 93.1 49.0 180.0
64.3 73.1 49.0 0.0
64.3 73.1 49.0 180.0
64.3 83.1 49.0 0.0
64.3 83.1 49.0 180.0
64.3 93.1 49.0 0.0
64.3 93.1 49.0 180.0
44.5 78.3 6.4 0.0
44.5 78.3 6.4 180.0
44.5 88.3 6.4 0.0
44.5 88.3 6.4 180.0
44.5 98.3 6.4 0.0
44.5 98.3 6.4 180.0
54.5 78.3 6.4 0.0
54.5 78.3 6.4 180.0
54.5 88.3 6.4 0.0
54.5 88.3 6.4 180.0
54.5 98.3 6.4 0.0
54.5 98.3 6.4 180.0
64.5 78.3 6.4 0.0
64.5 78.3 6.4 180.0
64.5 88.3 6.4 0.0
64.5 88.3 6.4 180.0
64.5 98.3 6.4 0.0
64.5 98.3 6.4 180.0
40.8 68.6 -61.4 0.0
40.8 68.6 -61.4 180.0
40.8 78.6 -61.4 0.0
40.8 78.6 -61.4 180.0
40.8 88.6 -61.4 0.0
40.8 88.6 -61.4 180.0
50.8 68.6 -61.4 0.0
50.8 68.6 -61.4 180.0
50.8 78.6 -61.4 0.0
50.8 78.6 -61.4 180.0
50.8 88.6 -61.4 0.0
50.8 88.6 -61.4 180.0
60.8 68.6 -61.4 0.0
60.8 68.6 -61.4 180.0
60.8 78.6 -61.4 0.0
60.8 78.6 -61.4 180.0
60.8 88.6 -61.4 0.0
60.8 88.6 -61.4 180.0
54.2 171.6 58.7 0.0
54.2 171.6 58.7 180.0
54.2 -178.4 58.7 0.0
54.2 -178.4 58.7 180.0
54.2 -168.4 58.7 0.0
54.2 -168.4 58.7 180.0
64.2 171.6 58.7 0.0
64.2 171.6 58.7 180.0
64.2 -178.4 58.7 0.0
64.2 -178.4 58.7 180.0
64.2 -168.4 58.7 0.0
64.2 -168.4 58.7 180.0
74.2 171.6 58.7 0.0
74.2 171.6 58.7 180.0
74.2 -178.4 58.7 0.0
74.2 -178.4 58.7 180.0
74.2 -168.4 58.7 0.0
74.2 -168.4 58.7 180.0
54.6 172.6 1.7 0.0
54.6 172.6 1.7 180.0
54.6 -177.4 1.7 0.0
54.6 -177.4 1.7 180.0
54.6 -167.4 1.7 0.0
54.6 -167.4 1.7 180.0
64.6 172.6 1.7 0.0
64.6 172.6 1.7 180.0
64.6 -177.4 1.7 0.0
64.6 -177.4 1.7 180.0
64.6 -167.4 1.7 0.0
64.6 -167.4 1.7 180.0
74.6 172.6 1.7 0.0
74.6 172.6 1.7 180.0
74.6 -177.4 1.7 0.0
74.6 -177.4 1.7 180.0
74.6 -167.4 1.7 0.0
74.6 -167.4 1.7 180.0
55.3 173.4 -58.5 0.0
55.3 173.4 -58.5 180.0
55.3 -176.6 -58.5 0.0
55.3 -176.6 -58.5 180.0
55.3 -166.6 -58.5 0.0
55.3 -166.6 -58.5 180.0
65.3 173.4 -58.5 0.0
65.3 173.4 -58.5 180.0
65.3 -176.6 -58.5 0.0
65.3 -176.6 -58.5 180.0
65.3 -166.6 -58.5 0.0
65.3 -166.6 -58.5 180.0
75.3 173.4 -58.5 0.0
75.3 173.4 -58.5 180.0
75.3 -176.6 -58.5 0.0
75.3 -176.6 -58.5 180.0
75.3 -166.6 -58.5 0.0
75.3 -166.6 -58.5 180.0
48.6 -103.4 51.0 0.0
48.6 -103.4 51.0 180.0
48.6 -93.4 51.0 0.0
48.6 -93.4 51.0 180.0
48.6 -83.4 51.0 0.0
48.6 -83.4 51.0 180.0
58.6 -103.4 51.0 0.0
58.6 -103.4 51.0 180.0
58.6 -93.4 51.0 0.0
58.6 -93.4 51.0 180.0
58.6 -83.4 51.0 0.0
58.6 -83.4 51.0 180.0
68.6 -103.4 51.0 0.0
68.6 -103.4 51.0 180.0
68.6 -93.4 51.0 0.0
68.6 -93.4 51.0 180.0
68.6 -83.4 51.0 0.0
68.6 -83.4 51.0 180.0
58.3 -91.5 2.6 0.0
58.3 -91.5 2.6 180.0
58.3 -81.5 2.6 0.0
58.3 -81.5 2.6 180.0
58.3 -71.5 2.6 0.0
58.3 -71.5 2.6 180.0
68.3 -91.5 2.6 0.0
68.3 -91.5 2.6 180.0
68.3 -81.5 2.6 0.0
68.3 -81.5 2.6 180.0
68.3 -71.5 2.6 0.0
68.3 -71.5 2.6 180.0
78.3 -91.5 2.6 0.0
78.3 -91.5 2.6 180.0
78.3 -81.5 2.6 0.0
78.3 -81.5 2.6 180.0
78.3 -71.5 2.6 0.0
78.3 -71.5 2.6 180.0
55.1 -84.4 -51.1 0.0
55.1 -84.4 -51.1 180.0
55.1 -74.4 -51.1 0.0
55.1 -74.4 -51.1 180.0
55.1 -64.4 -51.1 0.0
55.1 -64.4 -51.1 180.0
65.1 -84.4 -51.1 0.0
65.1 -84.4 -51.1 180.0
65.1 -74.4 -51.1 0.0
65.1 -74.4 -51.1 180.0
65.1 -64.4 -51.1 0.0
65.1 -64.4 -51.1 180.0
75.1 -84.4 -51.1 0.0
75.1 -84.4 -51.1 180.0
75.1 -74.4 -51.1 0.0
75.1 -74.4 -51.1 180.0
75.1 -64.4 -51.1 0.0
75.1 -64.4 -51.1 180.0
177.2 52.1 52.1 0.0
177.2 52.1 52.1 180.0
177.2 62.1 52.1 0.0
177.2 62.1 52.1 180.0
177.2 72.1 52.1 0.0
177.2 72.1 52.1 180.0
-172.8 52.1 52.1 0.0
-172.8 52.1 52.1 180.0
-172.8 62.1 52.1 0.0
-172.8 62.1 52.1 180.0
-172.8 72.1 52.1 0.0
-172.8 72.1 52.1 180.0
-162.8 52.1 52.1 0.0
-162.8 52.1 52.1 180.0
-162.8 62.1 52.1 0.0
-162.8 62.1 52.1 180.0
-162.8 72.1 52.1 0.0
-162.8 72.1 52.1 180.0
171.6 57.8 9.7 0.0
171.6 57.8 9.7 180.0
171.6 67.8 9.7 0.0
171.6 67.8 9.7 180.0
171.6 77.8 9.7 0.0
171.6 77.8 9.7 180.0
-178.4 57.8 9.7 0.0
-178.4 57.8 9.7 180.0
-178.4 67.8 9.7 0.0
-178.4 67.8 9.7 180.0
-178.4 77.8 9.7 0.0
-178.4 77.8 9.7 180.0
-168.4 57.8 9.7 0.0
-168.4 57.8 9.7 180.0
-168.4 67.8 9.7 0.0
-168.4 67.8 9.7 180.0
-168.4 77.8 9.7 0.0
-168.4 77.8 9.7 180.0
175.8 62.2 -65.1 0.0
175.8 62.2 -65.1 180.0
175.8 72.2 -65.1 0.0
175.8 72.2 -65.1 180.0
175.8 82.2 -65.1 0.0
175.8 82.2 -65.1 180.0
-174.2 62.2 -65.1 0.0
-174.2 62.2 -65.1 180.0
-174.2 72.2 -65.1 0.0
-174.2 72.2 -65.1 180.0
-174.2 82.2 -65.1 0.0
-174.2 82.2 -65.1 180.0
-164.2 62.2 -65.1 0.0
-164.2 62.2 -65.1 180.0
-164.2 72.2 -65.1 0.0
-164.2 72.2 -65.1 180.0
-164.2 82.2 -65.1 0.0
-164.2 82.2 -65.1 180.0
172.4 165.8 57.3 0.0
172.4 165.8 57.3 180.0
172.4 175.8 57.3 0.0
172.4 175.8 57.3 180.0
172.4 -174.2 57.3 0.0
172.4 -174.2 57.3 180.0
-177.6 165.8 57.3 0.0
-177.6 165.8 57.3 180.0
-177.6 175.8 57.3 0.0
-177.6 175.8 57.3 180.0
-177.6 -174.2 57.3 0.0
-177.6 -174.2 57.3 180.0
-167.6 165.8 57.3 0.0
-167.6 165.8 57.3 180.0
-167.6 175.8 57.3 0.0
-167.6 175.8 57.3 180.0
-167.6 -174.2 57.3 0.0
-167.6 -174.2 57.3 180.0
172.7 167.9 -0.2 0.0
172.7 167.9 -0.2 180.0
172.7 177.9 -0.2 0.0
172.7 177.9 -0.2 180.0
172.7 -172.1 -0.2 0.0
172.7 -172.1 -0.2 180.0
-177.3 167.9 -0.2 0.0
-177.3 167.9 -0.2 180.0
-177.3 177.9 -0.2 0.0
-177.3 177.9 -0.2 180.0
-177.3 -172.1 -0.2 0.0
-177.3 -172.1 -0.2 180.0
-167.3 167.9 -0.2 0.0
-167.3 167.9 -0.2 180.0
-167.3 177.9 -0.2 0.0
-167.3 177.9 -0.2 180.0
-167.3 -172.1 -0.2 0.0
-167.3 -172.1 -0.2 180.0
174.8 169.2 -57.4 0.0
174.8 169.2 -57.4 180.0
174.8 179.2 -57.4 0.0
174.8 179.2 -57.4 180.0
174.8 -170.8 -57.4 0.0
174.8 -170.8 -57.4 180.0
-175.2 169.2 -57.4 0.0
-175.2 169.2 -57.4 180.0
-175.2 179.2 -57.4 0.0
-175.2 179.2 -57.4 180.0
-175.2 -170.8 -57.4 0.0
-175.2 -170.8 -57.4 180.0
-165.2 169.2 -57.4 0.0
-165.2 169.2 -57.4 180.0
-165.2 179.2 -57.4 0.0
-165.2 179.2 -57.4 180.0
-165.2 -170.8 -57.4 0.0
-165.2 -170.8 -57.4 180.0
-165.8 -86.6 63.4 0.0
-165.8 -86.6 63.4 180.0
-165.8 -76.6 63.4 0.0
-165.8 -76.6 63.4 180.0
-165.8 -66.6 63.4 0.0
-165.8 -66.6 63.4 180.0
-155.8 -86.6 63.4 0.0
-155.8 -86.6 63.4 180.0
-155.8 -76.6 63.4 0.0
-155.8 -76.6 63.4 180.0
-155.8 -66.6 63.4 0.0
-155.8 -66.6 63.4 180.0
-145.8 -86.6 63.4 0.0
-145.8 -86.6 63.4 180.0
-145.8 -76.6 63.4 0.0
-145.8 -76.6 63.4 180.0
-145.8 -66.6 63.4 0.0
-145.8 -66.6 63.4 180.0
-179.0 -96.3 -14.5 0.0
-179.0 -96.3 -14.5 180.0
-179.0 -86.3 -14.5 0.0
-179.0 -86.3 -14.5 180.0
-179.0 -76.3 -14.5 0.0
-179.0 -76.3 -14.5 180.0
-169.0 -96.3 -14.5 0.0
-169.0 -96.3 -14.5 180.0
-169.0 -86.3 -14.5 0.0
-169.0 -86.3 -14.5 180.0
-169.0 -76.3 -14.5 0.0
-169.0 -76.3 -14.5 180.0
-159.0 -96.3 -14.5 0.0
-159.0 -96.3 -14.5 180.0
-159.0 -86.3 -14.5 0.0
-159.0 -86.3 -14.5 180.0
-159.0 -76.3 -14.5 0.0
-159.0 -76.3 -14.5 180.0
-176.0 -90.1 -49.5 0.0
-176.0 -90.1 -49.5 180.0
-176.0 -80.1 -49.5 0.0
-176.0 -80.1 -49.5 180.0
-176.0 -70.1 -49.5 0.0
-176.0 -70.1 -49.5 180.0
-166.0 -90.1 -49.5 0.0
-166.0 -90.1 -49.5 180.0
-166.0 -80.1 -49.5 0.0
-166.0 -80.1 -49.5 180.0
-166.0 -70.1 -49.5 0.0
-166.0 -70.1 -49.5 180.0
-156.0 -90.1 -49.5 0.0
-156.0 -90.1 -49.5 180.0
-156.0 -80.1 -49.5 0.0
-156.0 -80.1 -49.5 180.0
-156.0 -70.1 -49.5 0.0
-156.0 -70.1 -49.5 180.0
-76.3 61.1 52.3 0.0
-76.3 61.1 52.3 180.0
-76.3 71.1 52.3 0.0
-76.3 71.1 52.3 180.0
-76.3 81.1 52.3 0.0
-76.3 81.1 52.3 180.0
-66.3 61.1 52.3 0.0
-66.3 61.1 52.3 180.0
-66.3 71.1 52.3 0.0
-66.3 71.1 52.3 180.0
-66.3 81.1 52.3 0.0
-66.3 81.1 52.3 180.0
-56.3 61.1 52.3 0.0
-56.3 61.1 52.3 180.0
-56.3 71.1 52.3 0.0
-56.3 71.1 52.3 180.0
-56.3 81.1 52.3 0.0
-56.3 81.1 52.3 180.0
-76.2 72.2 1.9 0.0
-76.2 72.2 1.9 180.0
-76.2 82.2 1.9 0.0
-76.2 82.2 1.9 180.0
-76.2 92.2 1.9 0.0
-76.2 92.2 1.9 180.0
-66.2 72.2 1.9 0.0
-66.2 72.2 1.9 180.0
-66.2 82.2 1.9 0.0
-66.2 82.2 1.9 180.0
-66.2 92.2 1.9 0.0
-66.2 92.2 1.9 180.0
-56.2 72.2 1.9 0.0
-56.2 72.2 1.9 180.0
-56.2 82.2 1.9 0.0
-56.2 82.2 1.9 180.0
-56.2 92.2 1.9 0.0
-56.2 92.2 1.9 180.0
-76.8 81.0 -54.1 0.0
-76.8 81.0 -54.1 180.0
-76.8 91.0 -54.1 0.0
-76.8 91.0 -54.1 180.0
-76.8 101.0 -54.1 0.0
-76.8 101.0 -54.1 180.0
-66.8 81.0 -54.1 0.0
-66.8 81.0 -54.1 180.0
-66.8 91.0 -54.1 0.0
-66.8 91.0 -54.1 180.0
-66.8 101.0 -54.1 0.0
-66.8 101.0 -54.1 180.0
-56.8 81.0 -54.1 0.0
-56.8 81.0 -54.1 180.0
-56.8 91.0 -54.1 0.0
-56.8 91.0 -54.1 180.0
-56.8 101.0 -54.1 0.0
-56.8 101.0 -54.1 180.0
-78.3 169.3 56.0 0.0
-78.3 169.3 56.0 180.0
-78.3 179.3 56.0 0.0
-78.3 179.3 56.0 180.0
-78.3 -170.7 56.0 0.0
-78.3 -170.7 56.0 180.0
-68.3 169.3 56.0 0.0
-68.3 169.3 56.0 180.0
-68.3 179.3 56.0 0.0
-68.3 179.3 56.0 180.0
-68.3 -170.7 56.0 0.0
-68.3 -170.7 56.0 180.0
-58.3 169.3 56.0 0.0
-58.3 169.3 56.0 180.0
-58.3 179.3 56.0 0.0
-58.3 179.3 56.0 180.0
-58.3 -170.7 56.0 0.0
-58.3 -170.7 56.0 180.0
-77.7 167.8 -2.2 0.0
-77.7 167.8 -2.2 180.0
-77.7 177.8 -2.2 0.0
-77.7 177.8 -2.2 180.0
-77.7 -172.2 -2.2 0.0
-77.7 -172.2 -2.2 180.0
-67.7 167.8 -2.2 0.0
-67.7 167.8 -2.2 180.0
-67.7 177.8 -2.2 0.0
-67.7 177.8 -2.2 180.0
-67.7 -172.2 -2.2 0.0
-67.7 -172.2 -2.2 180.0
-57.7 167.8 -2.2 0.0
-57.7 167.8 -2.2 180.0
-57.7 177.8 -2.2 0.0
-57.7 177.8 -2.2 180.0
-57.7 -172.2 -2.2 0.0
-57.7 -172.2 -2.2 180.0
-75.3 171.8 -54.7 0.0
-75.3 171.8 -54.7 180.0
-75.3 -178.2 -54.7 0.0
-75.3 -178.2 -54.7 180.0
-75.3 -168.2 -54.7 0.0
-75.3 -168.2 -54.7 180.0
-65.3 171.8 -54.7 0.0
-65.3 171.8 -54.7 180.0
-65.3 -178.2 -54.7 0.0
-65.3 -178.2 -54.7 180.0
-65.3 -168.2 -54.7 0.0
-65.3 -168.2 -54.7 180.0
-55.3 171.8 -54.7 0.0
-55.3 171.8 -54.7 180.0
-55.3 -178.2 -54.7 0.0
-55.3 -178.2 -54.7 180.0
-55.3 -168.2 -54.7 0.0
-55.3 -168.2 -54.7 180.0
-74.1 -89.0 64.0 0.0
-74.1 -89.0 64.0 180.0
-74.1 -79.0 64.0 0.0
-74.1 -79.0 64.0 180.0
-74.1 -69.0 64.0 0.0
-74.1 -69.0 64.0 180.0
-64.1 -89.0 64.0 0.0
-64.1 -89.0 64.0 180.0
-64.1 -79.0 64.0 0.0
-64.1 -79.0 64.0 180.0
-64.1 -69.0 64.0 0.0
-64.1 -69.0 64.0 180.0
-54.1 -89.0 64.0 0.0
-54.1 -89.0 64.0 180.0
-54.1 -79.0 64.0 0.0
-54.1 -79.0 64.0 180.0
-54.1 -69.0 64.0 0.0
-54.1 -69.0 64.0 180.0
-74.2 -81.2 -9.8 0.0
-74.2 -81.2 -9.8 180.0
-74.2 -71.2 -9.8 0.0
-74.2 -71.2 -9.8 180.0
-74.2 -61.2 -9.8 0.0
-74.2 -61.2 -9.8 180.0
-64.2 -81.2 -9.8 0.0
-64.2 -81.2 -9.8 180.0
-64.2 -71.2 -9.8 0.0
-64.2 -71.2 -9.8 180.0
-64.2 -61.2 -9.8 0.0
-64.2 -61.2 -9.8 180.0
-54.2 -81.2 -9.8 0.0
-54.2 -81.2 -9.8 180.0
-54.2 -71.2 -9.8 0.0
-54.2 -71.2 -9.8 180.0
-54.2 -61.2 -9.8 0.0
-54.2 -61.2 -9.8 180.0
-77.7 -70.7 -52.4 0.0
-77.7 -70.7 -52.4 180.0
-77.7 -60.7 -52.4 0.0
-77.7 -60.7 -52.4 180.0
-77.7 -50.7 -52.4 0.0
-77.7 -50.7 -52.4 180.0
-67.7 -70.7 -52.4 0.0
-67.7 -70.7 -52.4 180.0
-67.7 -60.7 -52.4 0.0
-67.7 -60.7 -52.4 180.0
-67.7 -50.7 -52.4 0.0
-67.7 -50.7 -52.4 180.0
-57.7 -70.7 -52.4 0.0
-57.7 -70.7 -52.4 180.0
-57.7 -60.7 -52.4 0.0
-57.7 -60.7 -52.4 180.0
-57.7 -50.7 -52.4 0.0
-57.7 -50.7 -52.4 180.0
GLN 3 324
N CA CB CG
CA CB CG CD
CB CG CD OE1
54.1 64.9 -124.0
54.1 74.9 -124.0
54.1 84.9 -124.0
64.1 64.9 -124.0
64.1 74.9 -124.0
64.1 84.9 -124.0
74.1 64.9 -124.0
74.1 74.9 -124.0
74.1 84.9 -124.0
54.9 76.9 -33.0
54.9 86.9 -33.0
54.9 96.9 -33.0
64.9 76.9 -33.0
64.9 86.9 -33.0
64.9 96.9 -33.0
74.9 76.9 -33.0
74.9 86.9 -33.0
74.9 96.9 -33.0
52.5 74.6 38.5
52.5 84.6 38.5
52.5 94.6 38.5
62.5 74.6 38.5
62.5 84.6 38.5
62.5 94.6 38.5
72.5 74.6 38.5
72.5 84.6 38.5
72.5 94.6 38.5
57.7 74.8 117.2
57.7 84.8 117.2
57.7 94.8 117.2
